date,delay,origin_city_name,dest_city_name,origin_weather,dest_weather
2019-07-11,117.0,"Orlando, FL","Washington, DC","Rain, Partially cloudy","Rain, Partially cloudy"
2018-02-21,3.0,"Fort Lauderdale, FL","New York, NY",Partially cloudy,Clear
2018-01-29,-28.0,"Chicago, IL","Sacramento, CA",Partially cloudy,Clear
2019-05-23,-14.0,"Detroit, MI","La Crosse, WI","Rain, Partially cloudy",Partially cloudy
2018-06-25,49.0,"Houston, TX","Seattle, WA","Rain, Partially cloudy","Rain, Partially cloudy"
2019-02-28,72.0,"Houston, TX","Lafayette, LA","Rain, Partially cloudy","Rain, Partially cloudy"
2018-10-03,-14.0,"Seattle, WA","Phoenix, AZ",Partially cloudy,Partially cloudy
2019-11-23,-15.0,"Colorado Springs, CO","Dallas-Fort Worth, TX",Clear,Clear
2019-11-20,-22.0,"South Bend, IN","Sanford, FL",Partially cloudy,Clear
2018-10-26,-15.0,"New York, NY","Norfolk, VA",Partially cloudy,"Rain, Partially cloudy"
2019-03-12,-7.0,"San Jose, CA","Las Vegas, NV",Partially cloudy,"Rain, Partially cloudy"
2018-02-06,-27.0,"Salt Lake City, UT","Houston, TX",Partially cloudy,"Rain, Overcast"
2018-05-26,-19.0,"Charlotte, NC","Los Angeles, CA","Rain, Partially cloudy",Partially cloudy
2019-04-19,63.0,"Charlottesville, VA","Atlanta, GA",Rain,"Rain, Partially cloudy"
2019-09-27,5.0,"Albuquerque, NM","Los Angeles, CA",Partially cloudy,Partially cloudy
2019-11-21,0.0,"Fargo, ND","Denver, CO",Partially cloudy,"Snow, Partially cloudy"
2018-04-08,14.0,"San Francisco, CA","Portland, OR",Partially cloudy,"Rain, Overcast"
2019-07-10,-4.0,"St. Louis, MO","Philadelphia, PA","Rain, Partially cloudy",Partially cloudy
2019-10-28,-19.0,"Cleveland, OH","New York, NY",Clear,"Rain, Partially cloudy"
2019-12-29,164.0,"New York, NY","Orlando, FL","Rain, Partially cloudy","Rain, Partially cloudy"
2018-11-24,14.0,"Columbus, OH","Denver, CO","Rain, Partially cloudy","Snow, Partially cloudy"
2019-02-13,2.0,"Syracuse, NY","St. Petersburg, FL","Snow, Partially cloudy","Rain, Partially cloudy"
2019-07-31,-12.0,"Gainesville, FL","Atlanta, GA",Clear,"Rain, Partially cloudy"
2018-02-27,-16.0,"Atlanta, GA","Washington, DC",Clear,Clear
2018-06-30,-8.0,"Seattle, WA","Los Angeles, CA","Rain, Overcast",Partially cloudy
2019-03-21,35.0,"Washington, DC","Denver, CO","Rain, Overcast",Partially cloudy
2019-09-16,-5.0,"Atlanta, GA","Nashville, TN",Clear,Clear
2019-01-12,-6.0,"New York, NY","Chicago, IL","Snow, Partially cloudy","Snow, Overcast"
2019-07-16,-10.0,"Sacramento, CA","Salt Lake City, UT",Clear,Partially cloudy
2018-09-11,9.0,"Cleveland, OH","Philadelphia, PA","Rain, Overcast",Overcast
2019-06-08,-5.0,"Salt Lake City, UT","Butte, MT",Partially cloudy,"Rain, Partially cloudy"
2019-12-25,-44.0,"Detroit, MI","Kansas City, MO",Partially cloudy,Clear
2018-07-07,-19.0,"Washington, DC","Dallas, TX",Partially cloudy,"Rain, Partially cloudy"
2018-08-05,51.0,"Los Angeles, CA","San Francisco, CA",Clear,Partially cloudy
2018-07-26,-24.0,"Philadelphia, PA","Madison, WI","Rain, Partially cloudy",Partially cloudy
2019-11-13,-20.0,"Detroit, MI","New York, NY",Partially cloudy,Rain
2019-05-27,-15.0,"Jacksonville, FL","Atlanta, GA",Rain,Partially cloudy
2019-07-28,13.0,"Salt Lake City, UT","Santa Ana, CA",Clear,Partially cloudy
2018-05-07,-26.0,"Baltimore, MD","Chicago, IL",Partially cloudy,Partially cloudy
2018-09-11,-11.0,"New York, NY","Chicago, IL","Rain, Partially cloudy",Clear
2019-01-25,-8.0,"Atlanta, GA","Charlotte, NC",Clear,Clear
2018-02-18,9.0,"Dallas, TX","Santa Ana, CA","Rain, Partially cloudy",Partially cloudy
2018-12-07,-16.0,"Atlanta, GA","Las Vegas, NV","Rain, Overcast","Rain, Partially cloudy"
2019-02-10,8.0,"Detroit, MI","Phoenix, AZ","Snow, Partially cloudy",Partially cloudy
2018-07-25,-8.0,"Santa Ana, CA","San Francisco, CA",Partially cloudy,Partially cloudy
2018-12-30,-15.0,"Charleston, SC","Washington, DC","Rain, Overcast",Partially cloudy
2019-01-13,-19.0,"Chicago, IL","Mosinee, WI",Partially cloudy,Partially cloudy
2019-01-31,-8.0,"New York, NY","Atlanta, GA",Snow,Partially cloudy
2019-12-12,-8.0,"Fayetteville, AR","Houston, TX",Clear,Partially cloudy
2019-01-26,-20.0,"Tulsa, OK","Charlotte, NC",Partially cloudy,Clear
2018-01-18,-47.0,"Newark, NJ","Phoenix, AZ",Clear,Partially cloudy
2018-01-08,0.0,"Lexington, KY","Chicago, IL","Rain, Partially cloudy",Partially cloudy
2018-09-05,105.0,"Kansas City, MO","Chicago, IL","Rain, Partially cloudy","Rain, Partially cloudy"
2018-11-11,4.0,"Tampa, FL","Atlanta, GA",Partially cloudy,Partially cloudy
2019-05-02,-5.0,"Denver, CO","Durango, CO",Partially cloudy,Partially cloudy
2018-11-22,-6.0,"Austin, TX","Nashville, TN",Overcast,Clear
2018-12-14,-13.0,"Los Angeles, CA","Seattle, WA",Clear,Partially cloudy
2018-08-17,-11.0,"Philadelphia, PA","Kansas City, MO",Partially cloudy,Partially cloudy
2019-05-28,-13.0,"Ithaca-Cortland, NY","Philadelphia, PA","Rain, Partially cloudy","Rain, Partially cloudy"
2019-06-19,47.0,"New York, NY","Washington, DC","Rain, Partially cloudy","Rain, Partially cloudy"
2018-01-27,-2.0,"Oakland, CA","Burbank, CA",Partially cloudy,Clear
2018-10-18,-6.0,"Indianapolis, IN","Dallas-Fort Worth, TX",Clear,Overcast
2019-05-30,174.0,"Louisville, KY","Washington, DC","Rain, Partially cloudy","Rain, Partially cloudy"
2018-02-22,84.0,"Fort Lauderdale, FL","New York, NY","Rain, Partially cloudy",Rain
2018-04-06,-6.0,"Chicago, IL","Portland, OR","Rain, Partially cloudy","Rain, Partially cloudy"
2019-11-21,-9.0,"Philadelphia, PA","Raleigh-Durham, NC",Partially cloudy,Partially cloudy
2019-07-19,-8.0,"Dallas-Fort Worth, TX","Shreveport, LA",Clear,Partially cloudy
2019-03-23,16.0,"Chicago, IL","Philadelphia, PA",Partially cloudy,Partially cloudy
2018-11-29,-19.0,"New York, NY","Phoenix, AZ","Rain, Partially cloudy","Rain, Partially cloudy"
2018-05-05,45.0,"Charlotte, NC","Savannah, GA",Partially cloudy,Partially cloudy
2019-11-01,17.0,"Atlanta, GA","Houston, TX",Clear,Clear
2019-07-18,-5.0,"Gulfport-Biloxi, MS","Atlanta, GA",Partially cloudy,"Rain, Partially cloudy"
2018-02-18,53.0,"Las Vegas, NV","Oakland, CA",Clear,"Rain, Partially cloudy"
2019-03-18,-26.0,"Cedar Rapids-Iowa City, IA","Detroit, MI",Clear,Partially cloudy
2019-12-08,-11.0,"Daytona Beach, FL","Atlanta, GA",Partially cloudy,Partially cloudy
2019-06-13,30.0,"Washington, DC","Phoenix, AZ","Rain, Partially cloudy",Partially cloudy
2019-07-17,-18.0,"Philadelphia, PA","New Orleans, LA","Rain, Partially cloudy",Partially cloudy
2019-10-06,-37.0,"New York, NY","Raleigh-Durham, NC","Rain, Partially cloudy",Partially cloudy
2019-02-24,9.0,"Los Angeles, CA","Austin, TX",Clear,Clear
2019-02-03,-23.0,"Newark, NJ","Washington, DC",Partially cloudy,Partially cloudy
2018-04-25,3.0,"Brunswick, GA","Atlanta, GA",Partially cloudy,Partially cloudy
2019-11-01,-1.0,"New York, NY","Syracuse, NY",Rain,"Rain, Overcast"
2019-01-10,-26.0,"Denver, CO","San Francisco, CA",Partially cloudy,Partially cloudy
2018-08-29,-7.0,"San Francisco, CA","Long Beach, CA",Partially cloudy,Clear
2018-01-17,4.0,"Atlantic City, NJ","West Palm Beach-Palm Beach, FL","Snow, Partially cloudy",Partially cloudy
2018-07-13,-12.0,"Fort Lauderdale, FL","Atlanta, GA",Partially cloudy,"Rain, Partially cloudy"
2019-12-16,6.0,"Chicago, IL","Birmingham, AL",Partially cloudy,"Rain, Partially cloudy"
2019-03-08,-1.0,"Fort Lauderdale, FL","Newark, NJ","Rain, Partially cloudy",Partially cloudy
2018-10-08,2.0,"San Francisco, CA","Santa Ana, CA",Clear,Partially cloudy
2019-03-06,7.0,"Dallas-Fort Worth, TX","Houston, TX",Clear,Partially cloudy
2019-06-17,12.0,"Kodiak, AK","Anchorage, AK","Rain, Partially cloudy","Rain, Partially cloudy"
2018-07-14,14.0,"Orlando, FL","Atlanta, GA",Partially cloudy,"Rain, Partially cloudy"
2019-12-18,6.0,"New York, NY","Los Angeles, CA","Snow, Partially cloudy",Clear
2018-08-01,23.0,"Atlanta, GA","Myrtle Beach, SC","Rain, Overcast","Rain, Partially cloudy"
2018-09-22,3.0,"Denver, CO","Salt Lake City, UT",Clear,Clear
2018-09-26,-1.0,"Houston, TX","Amarillo, TX","Rain, Partially cloudy","Rain, Partially cloudy"
2018-05-06,-31.0,"Philadelphia, PA","Portland, ME",Overcast,"Rain, Partially cloudy"
2019-01-23,4.0,"Des Moines, IA","Minneapolis, MN","Snow, Partially cloudy",Partially cloudy
2019-06-03,13.0,"Sacramento, CA","Chicago, IL",Clear,Partially cloudy
2019-10-25,-7.0,"Philadelphia, PA","Fort Wayne, IN",Partially cloudy,Partially cloudy
2018-09-06,120.0,"San Francisco, CA","New York, NY",Partially cloudy,"Rain, Partially cloudy"
2019-06-15,-4.0,"Charlotte, NC","Tampa, FL",Partially cloudy,"Rain, Partially cloudy"
2019-08-04,-21.0,"Columbus, OH","Phoenix, AZ","Rain, Partially cloudy",Partially cloudy
2019-12-08,-12.0,"Sacramento, CA","Salt Lake City, UT","Rain, Partially cloudy","Snow, Partially cloudy"
2019-03-02,18.0,"Midland-Odessa, TX","Houston, TX",Partially cloudy,"Rain, Overcast"
2018-10-04,-15.0,"Seattle, WA","Spokane, WA",Partially cloudy,Partially cloudy
2019-02-20,1075.0,"Atlanta, GA","Fort Wayne, IN","Rain, Overcast","Snow, Overcast"
2019-11-15,-30.0,"Seattle, WA","San Jose, CA","Rain, Partially cloudy",Partially cloudy
2018-07-16,-13.0,"Washington, DC","Newark, NJ",Partially cloudy,Partially cloudy
2018-03-30,-12.0,"Boston, MA","St. Louis, MO","Rain, Overcast","Rain, Partially cloudy"
2019-12-09,5.0,"Moline, IL","Dallas-Fort Worth, TX","Rain, Overcast",Partially cloudy
2019-11-25,-13.0,"Minneapolis, MN","Fort Lauderdale, FL",Partially cloudy,"Rain, Partially cloudy"
2018-05-14,72.0,"Boston, MA","San Francisco, CA",Partially cloudy,Partially cloudy
2019-06-10,28.0,"Colorado Springs, CO","Los Angeles, CA",Partially cloudy,Clear
2019-06-21,-21.0,"Los Angeles, CA","New York, NY",Partially cloudy,"Rain, Partially cloudy"
2018-07-14,-14.0,"Santa Ana, CA","San Francisco, CA",Partially cloudy,Partially cloudy
2019-04-28,-21.0,"Richmond, VA","Charlotte, NC",Partially cloudy,Partially cloudy
2019-04-30,-1.0,"Cleveland, OH","Chicago, IL","Rain, Partially cloudy","Rain, Overcast"
2019-08-13,6.0,"San Francisco, CA","Jackson, WY",Clear,Clear
2018-04-10,1.0,"Newark, NJ","New Orleans, LA",Partially cloudy,Partially cloudy
2018-12-05,29.0,"Milwaukee, WI","Chicago, IL",Partially cloudy,Overcast
2019-08-02,-17.0,"Las Vegas, NV","Reno, NV",Clear,Clear
2018-09-09,-10.0,"Minneapolis, MN","New York, NY",Partially cloudy,"Rain, Partially cloudy"
2019-10-11,-18.0,"Charlotte, NC","Grand Rapids, MI",Clear,"Rain, Partially cloudy"
2019-03-12,-5.0,"Boise, ID","Salt Lake City, UT","Rain, Partially cloudy","Snow, Partially cloudy"
2019-03-07,93.0,"Seattle, WA","Juneau, AK","Snow, Partially cloudy",Clear
2019-08-01,53.0,"Richmond, VA","Sarasota-Bradenton, FL","Rain, Partially cloudy",Rain
2018-05-21,-2.0,"Valparaiso, FL","Atlanta, GA","Rain, Partially cloudy","Rain, Partially cloudy"
2019-08-12,-17.0,"Atlanta, GA","Washington, DC",Partially cloudy,Partially cloudy
2019-04-27,-11.0,"Denver, CO","Laramie, WY",Partially cloudy,Partially cloudy
2018-01-13,-16.0,"Dallas-Fort Worth, TX","Honolulu, HI",Clear,Partially cloudy
2019-06-21,2.0,"Chicago, IL","Staunton, VA",Partially cloudy,Partially cloudy
2019-05-20,-12.0,"Philadelphia, PA","Greensboro-High Point, NC",Partially cloudy,"Rain, Partially cloudy"
2019-03-27,136.0,"Detroit, MI","Cincinnati, OH",Clear,Clear
2019-07-29,39.0,"Atlanta, GA","El Paso, TX","Rain, Partially cloudy",Partially cloudy
2019-10-15,35.0,"Houston, TX","Amarillo, TX",Partially cloudy,Clear
2019-09-13,279.0,"Boston, MA","Atlanta, GA",Partially cloudy,"Rain, Partially cloudy"
2019-10-06,-1.0,"Manchester, NH","Baltimore, MD",Partially cloudy,Partially cloudy
2018-06-03,-1.0,"Atlanta, GA","Raleigh-Durham, NC","Rain, Partially cloudy",Partially cloudy
2019-07-13,-15.0,"Phoenix, AZ","Reno, NV",Partially cloudy,Clear
2018-04-04,-13.0,"Charlotte, NC","Greensboro-High Point, NC",Partially cloudy,"Rain, Partially cloudy"
2019-03-20,-11.0,"Memphis, TN","Dallas, TX","Rain, Partially cloudy",Partially cloudy
2018-09-05,4.0,"Washington, DC","Boston, MA",Partially cloudy,Partially cloudy
2018-02-11,258.0,"New York, NY","Syracuse, NY",Rain,"Snow, Overcast"
2019-05-22,-28.0,"West Palm Beach-Palm Beach, FL","White Plains, NY",Partially cloudy,Clear
2018-10-22,-36.0,"Los Angeles, CA","New York, NY",Partially cloudy,"Rain, Partially cloudy"
2019-07-09,12.0,"Philadelphia, PA","San Francisco, CA",Partially cloudy,Partially cloudy
2018-06-25,29.0,"Newark, NJ","Raleigh-Durham, NC",Partially cloudy,Partially cloudy
2019-07-26,-12.0,"Harrisburg, PA","Chicago, IL",Clear,Partially cloudy
2019-11-05,-19.0,"Sacramento, CA","San Diego, CA",Clear,Partially cloudy
2019-03-08,-12.0,"Atlanta, GA","Cleveland, OH","Rain, Partially cloudy",Clear
2018-01-09,49.0,"West Palm Beach-Palm Beach, FL","New York, NY","Rain, Partially cloudy",Rain
2018-04-26,-15.0,"Indianapolis, IN","Philadelphia, PA",Partially cloudy,Partially cloudy
2019-04-09,7.0,"Columbia, SC","Atlanta, GA","Rain, Partially cloudy","Rain, Partially cloudy"
2019-06-16,-15.0,"Daytona Beach, FL","Atlanta, GA","Rain, Partially cloudy",Partially cloudy
2018-09-18,-14.0,"Panama City, FL","Dallas, TX",Clear,Partially cloudy
2018-12-31,-2.0,"Orlando, FL","Fort Lauderdale, FL",Partially cloudy,Partially cloudy
2018-08-03,1.0,"Boston, MA","West Palm Beach-Palm Beach, FL","Rain, Partially cloudy",Partially cloudy
2018-06-14,-7.0,"Detroit, MI","Tampa, FL",Clear,Partially cloudy
2018-05-25,16.0,"Minneapolis, MN","Buffalo, NY","Rain, Partially cloudy",Partially cloudy
2018-09-22,-14.0,"Honolulu, HI","Lihue, HI",Partially cloudy,Partially cloudy
2019-06-29,83.0,"Charlotte, NC","Philadelphia, PA",Partially cloudy,"Rain, Partially cloudy"
2018-08-01,33.0,"Las Vegas, NV","Louisville, KY",Clear,"Rain, Partially cloudy"
2019-01-20,-4.0,"Kansas City, MO","Philadelphia, PA",Partially cloudy,"Rain, Partially cloudy"
2019-08-23,-14.0,"Las Vegas, NV","Detroit, MI",Clear,Partially cloudy
2019-11-16,-18.0,"Buffalo, NY","Baltimore, MD",Partially cloudy,Partially cloudy
2019-03-21,-11.0,"Louisville, KY","Phoenix, AZ","Rain, Partially cloudy",Partially cloudy
2019-06-01,-20.0,"St. Louis, MO","Raleigh-Durham, NC",Rain,Partially cloudy
2019-07-14,-16.0,"Greensboro-High Point, NC","Washington, DC",Partially cloudy,Partially cloudy
2019-02-28,-16.0,"Washington, DC","Huntsville, AL",Partially cloudy,"Rain, Partially cloudy"
2018-01-21,-14.0,"Philadelphia, PA","Providence, RI",Partially cloudy,Partially cloudy
2019-07-19,-11.0,"Boston, MA","Richmond, VA",Partially cloudy,Partially cloudy
2019-09-05,-5.0,"Mission-McAllen-Edinburg, TX","Dallas-Fort Worth, TX","Rain, Partially cloudy",Clear
2019-10-23,-3.0,"Detroit, MI","Indianapolis, IN",Rain,Clear
2018-11-10,40.0,"Bangor, ME","Philadelphia, PA","Snow, Partially cloudy",Partially cloudy
2018-05-10,-10.0,"Baltimore, MD","Boston, MA","Rain, Partially cloudy",Partially cloudy
2019-03-11,-16.0,"West Palm Beach-Palm Beach, FL","Detroit, MI",Partially cloudy,Clear
2018-02-21,19.0,"Salt Lake City, UT","Atlanta, GA",Partially cloudy,"Rain, Partially cloudy"
2019-11-24,-25.0,"Cleveland, OH","Philadelphia, PA",Partially cloudy,"Rain, Partially cloudy"
2018-01-14,-22.0,"Fort Myers, FL","Philadelphia, PA",Clear,Clear
2019-11-09,-4.0,"Las Vegas, NV","Portland, OR",Clear,"Rain, Partially cloudy"
2019-07-24,3.0,"Dallas-Fort Worth, TX","Chicago, IL",Partially cloudy,Clear
2018-05-04,-14.0,"Tucson, AZ","Dallas-Fort Worth, TX",Clear,"Rain, Partially cloudy"
2018-05-02,-27.0,"Albuquerque, NM","Houston, TX",Partially cloudy,Partially cloudy
2019-10-20,142.0,"Buffalo, NY","Denver, CO",Partially cloudy,Partially cloudy
2019-06-16,1.0,"Dallas-Fort Worth, TX","Springfield, MO","Rain, Partially cloudy","Rain, Partially cloudy"
2018-03-24,-29.0,"Charlotte, NC","Atlanta, GA","Rain, Overcast",Overcast
2019-08-17,-4.0,"Los Angeles, CA","Las Vegas, NV",Partially cloudy,Clear
2019-02-21,34.0,"Dallas-Fort Worth, TX","Cincinnati, OH","Rain, Partially cloudy",Partially cloudy
2019-10-14,-14.0,"Oakland, CA","Atlanta, GA",Partially cloudy,Partially cloudy
2019-01-20,78.0,"Chicago, IL","Cedar Rapids-Iowa City, IA",Partially cloudy,Partially cloudy
2019-08-09,11.0,"Houston, TX","Midland-Odessa, TX",Clear,Clear
2019-11-03,-27.0,"New York, NY","Raleigh-Durham, NC",Clear,Clear
2018-05-28,-22.0,"Miami, FL","Indianapolis, IN","Rain, Partially cloudy",Partially cloudy
2018-06-29,29.0,"Tampa, FL","New York, NY","Rain, Partially cloudy",Rain
2018-03-19,23.0,"Philadelphia, PA","Boston, MA",Partially cloudy,Clear
2019-10-08,-30.0,"San Francisco, CA","Los Angeles, CA",Partially cloudy,Clear
2019-04-18,-20.0,"Savannah, GA","Charlotte, NC",Partially cloudy,Partially cloudy
2018-10-06,-5.0,"Salt Lake City, UT","Pocatello, ID",Partially cloudy,"Rain, Overcast"
2019-11-12,2.0,"Dallas-Fort Worth, TX","Panama City, FL",Partially cloudy,"Rain, Partially cloudy"
2018-12-05,2.0,"Charlotte, NC","San Antonio, TX",Partially cloudy,Overcast
2019-03-01,-25.0,"Phoenix, AZ","Houston, TX",Partially cloudy,Overcast
2018-05-09,-6.0,"Chicago, IL","Cleveland, OH","Rain, Partially cloudy",Partially cloudy
2019-05-10,-15.0,"Indianapolis, IN","Las Vegas, NV",Overcast,"Rain, Partially cloudy"
2019-05-26,-24.0,"Santa Ana, CA","San Francisco, CA","Rain, Partially cloudy","Rain, Partially cloudy"
2019-08-25,-11.0,"Chicago, IL","Cleveland, OH",Partially cloudy,Clear
2018-01-04,-23.0,"Seattle, WA","San Francisco, CA","Rain, Partially cloudy","Rain, Overcast"
2019-08-06,43.0,"Newark, NJ","Atlanta, GA","Rain, Partially cloudy",Partially cloudy
2018-06-18,-3.0,"Providence, RI","Washington, DC","Rain, Partially cloudy",Partially cloudy
2019-06-30,56.0,"Knoxville, TN","New York, NY","Rain, Partially cloudy",Rain
2019-03-10,4.0,"Reno, NV","San Jose, CA",Partially cloudy,"Rain, Partially cloudy"
2019-02-26,-16.0,"Jackson-Vicksburg, MS","Houston, TX","Rain, Partially cloudy","Rain, Overcast"
2018-05-17,31.0,"Washington, DC","New York, NY","Rain, Overcast","Rain, Partially cloudy"
2018-03-25,-10.0,"Sacramento, CA","Los Angeles, CA",Clear,Partially cloudy
2019-01-09,10.0,"Columbus, OH","Chicago, IL",Overcast,Partially cloudy
2019-10-23,110.0,"Springfield, MO","Atlanta, GA",Rain,Clear
2018-01-15,14.0,"Boston, MA","Washington, DC",Overcast,Partially cloudy
2019-12-16,-15.0,"Philadelphia, PA","Charleston, SC","Rain, Partially cloudy",Partially cloudy
2019-08-23,-11.0,"Des Moines, IA","Chicago, IL",Clear,Partially cloudy
2019-08-26,-21.0,"Columbia, SC","Washington, DC",Partially cloudy,Partially cloudy
2019-06-21,-7.0,"Everett, WA","Los Angeles, CA","Rain, Partially cloudy",Partially cloudy
2019-09-02,-33.0,"Minneapolis, MN","Dayton, OH","Rain, Partially cloudy","Rain, Partially cloudy"
2018-08-10,-4.0,"Denver, CO","Newark, NJ",Partially cloudy,Partially cloudy
2019-05-08,-2.0,"Charlotte, NC","Myrtle Beach, SC","Rain, Partially cloudy",Clear
2018-05-24,-17.0,"Charlotte, NC","Sacramento, CA","Rain, Partially cloudy",Clear
2018-08-25,-1.0,"Madison, WI","Detroit, MI",Partially cloudy,"Rain, Partially cloudy"
2019-02-18,-19.0,"Atlanta, GA","Tallahassee, FL","Rain, Partially cloudy","Rain, Partially cloudy"
2019-08-29,-11.0,"Honolulu, HI","Portland, OR",Partially cloudy,"Rain, Partially cloudy"
2019-08-19,-9.0,"Sacramento, CA","Los Angeles, CA",Clear,Partially cloudy
2019-08-23,-4.0,"Las Vegas, NV","Louisville, KY",Clear,"Rain, Partially cloudy"
2018-01-10,-1.0,"Bellingham, WA","Seattle, WA",Partially cloudy,"Rain, Overcast"
2018-11-05,6.0,"Fresno, CA","Portland, OR",Clear,"Rain, Overcast"
2019-12-01,538.0,"Rapid City, SD","Denver, CO",Partially cloudy,Partially cloudy
2018-03-26,-7.0,"Chicago, IL","Moline, IL","Rain, Partially cloudy","Rain, Partially cloudy"
2019-07-07,-14.0,"Charlotte, NC","Orlando, FL",Partially cloudy,"Rain, Partially cloudy"
2019-07-13,-13.0,"Tucson, AZ","Phoenix, AZ",Rain,Partially cloudy
2019-02-22,-9.0,"Dallas-Fort Worth, TX","Las Vegas, NV","Rain, Overcast",Rain
2018-10-17,-2.0,"Phoenix, AZ","Little Rock, AR",Clear,Partially cloudy
2018-04-07,-27.0,"Omaha, NE","Atlanta, GA",Partially cloudy,"Rain, Overcast"
2019-12-08,0.0,"Phoenix, AZ","Miami, FL","Rain, Partially cloudy","Rain, Partially cloudy"
2018-07-12,0.0,"Los Angeles, CA","Seattle, WA",Clear,Clear
2018-04-03,8.0,"Grand Island, NE","Dallas-Fort Worth, TX",Partially cloudy,Partially cloudy
2018-12-29,156.0,"Tulsa, OK","Dallas-Fort Worth, TX",Partially cloudy,Partially cloudy
2018-10-05,0.0,"Washington, DC","Jacksonville, FL",Overcast,Partially cloudy
2019-05-26,-23.0,"San Francisco, CA","Las Vegas, NV","Rain, Partially cloudy",Partially cloudy
2018-04-10,-47.0,"Cincinnati, OH","Houston, TX",Partially cloudy,Partially cloudy
2019-02-21,-1.0,"Atlanta, GA","Panama City, FL","Rain, Partially cloudy",Partially cloudy
2018-02-18,-35.0,"Minneapolis, MN","Chicago, IL",Partially cloudy,Partially cloudy
2018-09-20,-6.0,"Las Vegas, NV","Tampa, FL",Clear,"Rain, Partially cloudy"
2019-07-23,-15.0,"Springfield, MO","Valparaiso, FL",Clear,"Rain, Partially cloudy"
2019-09-17,322.0,"Anchorage, AK","Seattle, WA",Partially cloudy,"Rain, Partially cloudy"
2018-02-12,36.0,"Cleveland, OH","Newark, NJ",Clear,"Rain, Partially cloudy"
2019-12-04,-9.0,"Honolulu, HI","San Francisco, CA","Rain, Partially cloudy","Rain, Partially cloudy"
2018-01-31,-14.0,"Detroit, MI","Milwaukee, WI","Snow, Partially cloudy",Partially cloudy
2018-09-07,-9.0,"Greensboro-High Point, NC","Orlando, FL","Rain, Partially cloudy","Rain, Partially cloudy"
2019-09-27,-20.0,"San Jose, CA","Los Angeles, CA",Partially cloudy,Partially cloudy
2018-09-22,-5.0,"Washington, DC","Orlando, FL","Rain, Partially cloudy",Partially cloudy
2018-06-05,-8.0,"Albuquerque, NM","Las Vegas, NV",Partially cloudy,Clear
2019-10-24,-16.0,"Columbus, OH","Atlanta, GA",Partially cloudy,Clear
2018-01-25,-18.0,"Las Vegas, NV","Philadelphia, PA",Partially cloudy,Partially cloudy
2019-11-10,-22.0,"Orlando, FL","Los Angeles, CA",Clear,Partially cloudy
2018-08-07,3.0,"Lihue, HI","Honolulu, HI",Partially cloudy,Partially cloudy
2019-05-01,-19.0,"Syracuse, NY","New York, NY","Rain, Partially cloudy","Rain, Partially cloudy"
2019-07-05,0.0,"Bozeman, MT","Chicago, IL",Rain,"Rain, Partially cloudy"
2018-01-11,-10.0,"Oakland, CA","Ontario, CA",Partially cloudy,Clear
2018-08-01,16.0,"Dallas-Fort Worth, TX","Spokane, WA",Clear,Clear
2018-06-04,-5.0,"Albuquerque, NM","Phoenix, AZ",Partially cloudy,Partially cloudy
2018-12-14,-9.0,"Santa Ana, CA","Sacramento, CA",Partially cloudy,Partially cloudy
2018-08-31,137.0,"Denver, CO","Newark, NJ",Partially cloudy,"Rain, Overcast"
2018-07-17,12.0,"Atlanta, GA","St. Louis, MO","Rain, Partially cloudy",Clear
2018-10-27,1.0,"Denver, CO","Boston, MA",Partially cloudy,"Rain, Overcast"
2018-04-19,-27.0,"Los Angeles, CA","New York, NY","Rain, Partially cloudy",Rain
2019-12-12,0.0,"Charlotte, NC","Jackson-Vicksburg, MS",Partially cloudy,Clear
2019-06-26,4.0,"Cincinnati, OH","Chicago, IL",Clear,"Rain, Partially cloudy"
2019-09-16,-15.0,"Houston, TX","Atlanta, GA","Rain, Partially cloudy",Clear
2019-05-23,-13.0,"Miami, FL","Orlando, FL","Rain, Partially cloudy",Partially cloudy
2019-06-23,-2.0,"Salt Lake City, UT","Jackson, WY",Partially cloudy,Partially cloudy
2019-10-23,22.0,"Boston, MA","Richmond, VA","Rain, Partially cloudy",Partially cloudy
2018-10-06,-8.0,"Charlotte, NC","Valparaiso, FL",Partially cloudy,Clear
2018-09-13,-21.0,"Chicago, IL","Springfield, IL",Partially cloudy,Clear
2019-08-31,-10.0,"Boston, MA","Washington, DC",Partially cloudy,Partially cloudy
2018-05-26,-16.0,"Baltimore, MD","Los Angeles, CA","Rain, Partially cloudy",Partially cloudy
2019-11-18,-6.0,"Dallas-Fort Worth, TX","Shreveport, LA",Clear,Clear
2019-03-21,-13.0,"Cincinnati, OH","Charlotte, NC","Rain, Partially cloudy","Rain, Partially cloudy"
2019-03-05,31.0,"Charlotte, NC","Augusta, GA",Partially cloudy,"Rain, Partially cloudy"
2018-07-25,79.0,"Washington, DC","Columbus, OH","Rain, Overcast",Partially cloudy
2018-10-20,-8.0,"Fayetteville, AR","Chicago, IL",Partially cloudy,Partially cloudy
2019-05-08,241.0,"Cleveland, OH","Dallas-Fort Worth, TX",Partially cloudy,"Rain, Partially cloudy"
2019-08-04,-18.0,"Raleigh-Durham, NC","Detroit, MI","Rain, Partially cloudy","Rain, Partially cloudy"
2018-03-25,-15.0,"Wilmington, NC","Atlanta, GA","Rain, Overcast","Rain, Overcast"
2019-11-01,6.0,"Charlotte, NC","Savannah, GA",Clear,Clear
